,Sentiment,Time,Text,Predicted Topic
533,positive,2/12/20,"['sauce', 'good', 'cook', 'grill', 'use', 'dip', 'veggie', 'heat', 'taste', 'better']","[('Coffee and tea flavor', -0.094), ('Healthy and allergy-friendly snacks', 0.03), ('Coffee and its complements', -0.015), ('Locations and prices', -0.001), ('Snack/Protein Bars', -0.033), ('Flavoured cereal/nut/fruits bars', -0.027), ('Chocolate flavoured consumables and flavoured drinks', 0.033)]"
534,positive,20/11/19,"['brought', 'dipping', 'sauce', 'dumpling', 'egg', 'roll', 'home', 'great', 'think', 'sauce', 'thai', 'place', 'taste', 'exact']","[('Coffee and tea flavor', -0.069), ('Healthy and allergy-friendly snacks', 0.024), ('Coffee and its complements', -0.005), ('Locations and prices', 0.008), ('Snack/Protein Bars', -0.02), ('Flavoured cereal/nut/fruits bars', -0.014), ('Chocolate flavoured consumables and flavoured drinks', 0.025)]"
535,positive,9/10/21,"['gevalia', 'brand', 'favorite', 'yearsvelvet', 'noir', 'signature', 'blend', 'traditional', 'roast', 'breakfast', 'blend', 'day', 'grind', 'got', 'perfect', 'blend', 'bold', 'rich', 'taste', 'terrific', 'aroma', 'taste', 'low', 'acidity', 'harshness', 'incredible', 'coffee']","[('Coffee and tea flavor', -0.106), ('Healthy and allergy-friendly snacks', -0.045), ('Coffee and its complements', 0.123), ('Locations and prices', -0.027), ('Snack/Protein Bars', 0.04), ('Flavoured cereal/nut/fruits bars', -0.013), ('Chocolate flavoured consumables and flavoured drinks', -0.03)]"
536,positive,6/3/21,"['chew', 'tasty', 'chewy', 'price', 'excellent', 'plenty', 'share', 'family', 'great', 'treat', 'little', 'good', 'added', 'junk', 'buy', 'great', 'taste']","[('Coffee and tea flavor', -0.191), ('Healthy and allergy-friendly snacks', 0.065), ('Coffee and its complements', -0.027), ('Locations and prices', 0.046), ('Snack/Protein Bars', 0.043), ('Flavoured cereal/nut/fruits bars', 0.048), ('Chocolate flavoured consumables and flavoured drinks', 0.011)]"
537,positive,12/2/21,"['black', 'licorice', 'seriously', 'recommend', 'product', 'eat', 'love', 'black', 'licorice', 'recently', 'observed', 'reported', 'nuitionists', 'evidence', 'black', 'licorice', 'aid', 'constipation', 'come', 'flavor', 'medicinal', 'effect', 'come', 'black']","[('Coffee and tea flavor', -0.071), ('Healthy and allergy-friendly snacks', -0.018), ('Coffee and its complements', -0.016), ('Locations and prices', 0.003), ('Snack/Protein Bars', -0.01), ('Flavoured cereal/nut/fruits bars', -0.007), ('Chocolate flavoured consumables and flavoured drinks', -0.022)]"
538,positive,2/12/20,"['excellent', 'green', 'tea', 'little', 'spicy', 'flavorful', 'green', 'tea', 'good', 'miss', 'morning', 'coffee', 'helping', 'child', 'buy', 'tea', 'district', 'tribute', 'tea']","[('Coffee and tea flavor', -0.193), ('Healthy and allergy-friendly snacks', -0.443), ('Coffee and its complements', -0.145), ('Locations and prices', 0.034), ('Snack/Protein Bars', 0.116), ('Flavoured cereal/nut/fruits bars', -0.006), ('Chocolate flavoured consumables and flavoured drinks', -0.036)]"
539,positive,20/11/19,"['content', 'consistantly', 'good', 'calamares', 'tasty', 'price', 'reasonable']","[('Coffee and tea flavor', -0.062), ('Healthy and allergy-friendly snacks', 0.027), ('Coffee and its complements', -0.001), ('Locations and prices', 0.037), ('Snack/Protein Bars', 0.031), ('Flavoured cereal/nut/fruits bars', 0.034), ('Chocolate flavoured consumables and flavoured drinks', 0.043)]"
540,positive,25/6/21,"['local', 'costco', 'store', 'bought', 'pace', 'salsa', 'numerous', 'time', 'salsa', 'taste', 'feel', 'rich', 'love', 'jalepenos', 'pace', 'put', 'salsa', 'spicy', 'point', 'sweating', 'enjoy', 'salsa', 'salsa', 'feel', 'watered', 'great', 'salsa', 'choice']","[('Coffee and tea flavor', -0.056), ('Healthy and allergy-friendly snacks', 0.016), ('Coffee and its complements', -0.006), ('Locations and prices', 0.02), ('Snack/Protein Bars', 0.013), ('Flavoured cereal/nut/fruits bars', -0.016), ('Chocolate flavoured consumables and flavoured drinks', 0.014)]"
541,positive,17/3/20,"['water', 'based', 'sardine', 'salt', 'awwfuul', 'bad', 'product', 'herefar', 'superior', 'type', 'normally', 'purchase', 'store']","[('Coffee and tea flavor', -0.08), ('Healthy and allergy-friendly snacks', 0.029), ('Coffee and its complements', -0.01), ('Locations and prices', 0.036), ('Snack/Protein Bars', -0.063), ('Flavoured cereal/nut/fruits bars', -0.03), ('Chocolate flavoured consumables and flavoured drinks', 0.048)]"
542,positive,20/10/21,"['low', 'sodium', 'intake', 'day', 'great', 'good', 'taste', 'low', 'sodium', 'little', 'mustard', 'yum']","[('Coffee and tea flavor', -0.1), ('Healthy and allergy-friendly snacks', 0.038), ('Coffee and its complements', -0.014), ('Locations and prices', -0.035), ('Snack/Protein Bars', 0.013), ('Flavoured cereal/nut/fruits bars', -0.002), ('Chocolate flavoured consumables and flavoured drinks', 0.002)]"
543,positive,21/7/20,"['delicious', 'low', 'calorie', 'pack', 'protein', 'eating', 'usual', 'pretzel', 'chip', 'helped', 'slim', 'case', 'amazon', 'better', 'buy', 'supermarket', 'carry']","[('Coffee and tea flavor', -0.14), ('Healthy and allergy-friendly snacks', 0.09), ('Coffee and its complements', -0.034), ('Locations and prices', 0.004), ('Snack/Protein Bars', 0.088), ('Flavoured cereal/nut/fruits bars', -0.101), ('Chocolate flavoured consumables and flavoured drinks', 0.056)]"
544,positive,22/2/21,"['little', 'year', 'struggled', 'finding', 'tasty', 'affordable', 'alternative', 'favorite', 'food', 'great', 'thing', 'mix', 'easy', 'affordable', 'pancake', 'tasty', 'child', 'object', 'eating', 'themsaving', 'time', 'making', 'batch', 'pancake', 'eating', 'think', 'kid', 'notice', 'eating', 'pancake']","[('Coffee and tea flavor', -0.125), ('Healthy and allergy-friendly snacks', 0.069), ('Coffee and its complements', -0.041), ('Locations and prices', -0.001), ('Snack/Protein Bars', 0.008), ('Flavoured cereal/nut/fruits bars', 0.014), ('Chocolate flavoured consumables and flavoured drinks', -0.034)]"
545,positive,8/6/21,"['great', 'actually', 'gf', 'donut', 'day', 'love', 'convenient', 'hard', 'gluten', 'free', 'god', 'sent', 'thing', 'celiacs', 'sort', 'negative', 'reaction', 'definitely', 'recommend', 'gluten', 'want', 'thing', 'like', 'pancake', 'waffle', 'donut', 'fun', 'thing']","[('Coffee and tea flavor', -0.125), ('Healthy and allergy-friendly snacks', 0.053), ('Coffee and its complements', -0.019), ('Locations and prices', -0.004), ('Snack/Protein Bars', 0.022), ('Flavoured cereal/nut/fruits bars', 0.011), ('Chocolate flavoured consumables and flavoured drinks', -0.026)]"
546,positive,2/12/20,"['knewbisquick', 'gluten', 'far', 'best', 'option', 'people', 'celiac', 'sensitivity', 'honestly', 'know', 'healthy', 'know', 'great', 'option', 'people', 'tryingto', 'eat', 'normal', 'possible', 'gf', 'option', 'great', 'meal', 'saver', 'wife', 'year', 'diagnosedwith', 'celiac', 'got', 'sick', 'tired', 'tasting', 'gross', 'tasting', 'gf', 'option', 'super', 'simple', 'meat', 'vegetable', 'option', 'type', 'breakfast', 'item', 'biscuit', 'fried', 'food', 'chicken', 'tender', 'mozzarella', 'stick', 'fried', 'fruit', 'bout', 'little', 'short', 'great', 'option', 'tasty', 'allowing', 'wife', 'meal', 'worrying', 'thatit', 'taste', 'bad', 'helpful']","[('Coffee and tea flavor', -0.13), ('Healthy and allergy-friendly snacks', 0.063), ('Coffee and its complements', -0.028), ('Locations and prices', 0.005), ('Snack/Protein Bars', 0.016), ('Flavoured cereal/nut/fruits bars', 0.012), ('Chocolate flavoured consumables and flavoured drinks', -0.035)]"
547,positive,20/11/19,"['husband', 'type', 'corn', 'product', 'love', 'cornbread', 'mix', 'make', 'biscuit', 'taste', 'like', 'corn', 'bread', 'nice', 'alternative', 'taste', 'great', 'appreciate', 'having', 'order', 'size', 'option', 'missing', 'grocery', 'store', 'shelf']","[('Coffee and tea flavor', -0.182), ('Healthy and allergy-friendly snacks', 0.057), ('Coffee and its complements', -0.018), ('Locations and prices', 0.022), ('Snack/Protein Bars', -0.037), ('Flavoured cereal/nut/fruits bars', 0.021), ('Chocolate flavoured consumables and flavoured drinks', 0.059)]"
548,positive,25/1/21,"['finally', 'great', 'easy', 'gf', 'option', 'pancake', 'waffle', 'biscuit', 'bisquick', 'kid', 'celiac', 'absolutley', 'love', 'stuff', 'wish', 'container', 'bigger', 'happy', 'better', 'tasting', 'option', 'breakfast', 'thank', 'thank', 'thank', 'taste', 'difference', 'rest', 'family', 'us', 'cheaper', 'stuff']","[('Coffee and tea flavor', -0.122), ('Healthy and allergy-friendly snacks', 0.044), ('Coffee and its complements', -0.027), ('Locations and prices', 0.026), ('Snack/Protein Bars', -0.011), ('Flavoured cereal/nut/fruits bars', 0.022), ('Chocolate flavoured consumables and flavoured drinks', 0.026)]"
549,positive,1/7/21,"['gluten', 'free', 'go', 'mainstream', 'addition', 'gluten', 'free', 'mill', 'good', 'job', 'making', 'gluten', 'free', 'version', 'famous', 'gluten', 'free', 'know', 'estimated', 'million', 'american', 'affected', 'gluten', 'protein', 'wheat', 'barley', 'rye', 'grain', 'know', 'gluten', 'toxin', 'especially', 'celiac', 'disease', 'autism', 'diabetes', 'multiple', 'sclerosis', 'disease', 'host', 'gluten', 'intolerant', 'gluten', 'sensitivity', 'challenging', 'following', 'gluten', 'free', 'diet', 'afford', 'product', 'gluten', 'free', 'wheat', 'prevalent', 'ingredient', 'american', 'best', 'tasting', 'gluten', 'free', 'food', 'exclusively', 'serving', 'gluten', 'free', 'community', 'year']","[('Coffee and tea flavor', -0.104), ('Healthy and allergy-friendly snacks', 0.095), ('Coffee and its complements', -0.044), ('Locations and prices', -0.017), ('Snack/Protein Bars', 0.059), ('Flavoured cereal/nut/fruits bars', 0.031), ('Chocolate flavoured consumables and flavoured drinks', -0.046)]"
550,positive,30/9/20,"['family', 'love', 'bisquick', 'pancake', 'kid', 'notice', 'difference', 'product', 'regular', 'pancake', 'problem', 'price', 'try', 'pamelas', 'week', 'price', 'reasonable']","[('Coffee and tea flavor', -0.126), ('Healthy and allergy-friendly snacks', 0.042), ('Coffee and its complements', -0.013), ('Locations and prices', 0.093), ('Snack/Protein Bars', 0.001), ('Flavoured cereal/nut/fruits bars', 0.036), ('Chocolate flavoured consumables and flavoured drinks', 0.049)]"
551,positive,15/3/20,"['family', 'year', 'tried', 'mix', 'bisquick', 'gf', 'mix', 'grocery', 'store', 'decided', 'try', 'definitely', 'best', 'mix', 'tasted', 'smooth', 'grainy', 'know', 'regular', 'wheat', 'pancake', 'notice', 'difference']","[('Coffee and tea flavor', -0.161), ('Healthy and allergy-friendly snacks', 0.036), ('Coffee and its complements', -0.014), ('Locations and prices', 0.047), ('Snack/Protein Bars', -0.057), ('Flavoured cereal/nut/fruits bars', -0.012), ('Chocolate flavoured consumables and flavoured drinks', 0.082)]"
552,positive,6/7/21,"['gf', 'past', 'year', 'tried', 'sort', 'flour', 'alternative', 'certainly', 'best', 'best', 'substitute', 'creation', 'call', 'original', 'bisquick', 'best', 'far', 'waffle', 'following', 'direction', 'ordering', 'complaint', 'box', 'small', 'compared', 'box', 'bisquick', 'available', 'shelf']","[('Coffee and tea flavor', -0.11), ('Healthy and allergy-friendly snacks', 0.029), ('Coffee and its complements', 0.006), ('Locations and prices', 0.047), ('Snack/Protein Bars', -0.004), ('Flavoured cereal/nut/fruits bars', -0.001), ('Chocolate flavoured consumables and flavoured drinks', 0.054)]"
553,positive,29/6/21,"['cooky', 'egg', 'free', 'mix', 'apple', 'sauce', 'batter', 'coconut', 'butter', 'added', 'vanilla', 'cinnamon', 'baked', 'turned', 'soft', 'delicious', 'cooky', 'minute', 'box', 'oven', 'wallmart', 'carry', 'dollar', 'box']","[('Coffee and tea flavor', -0.126), ('Healthy and allergy-friendly snacks', 0.068), ('Coffee and its complements', -0.04), ('Locations and prices', -0.023), ('Snack/Protein Bars', 0.031), ('Flavoured cereal/nut/fruits bars', -0.001), ('Chocolate flavoured consumables and flavoured drinks', 0.058)]"
554,positive,29/6/21,"['oki', 'bought', 'bisquick', 'gf', 'thing', 'tried', 'drop', 'biscuit', 'recipe', 'listed', 'box', 'kind', 'rolled', 'cutthese', 'drop', 'biscuit', 'result', 'tasty', 'taste', 'gf', 'bisquick', 'like', 'original', 'taste', 'tart', 'original', 'want', 'similar', 'buttermilk', 'taste', 'need', 'use', 'buttermilk', 'instead', 'milk', 'biscuit', 'recipe', 'noticed', 'odd', 'problem', 'new', 'cooking', 'mix', 'called', 'right', 'read', 'box', 'claim', 'cup', 'mix', 'box', 'serving', 'cup', 'biscuit', 'recipe', 'called', 'cup', 'mix', 'measured', 'heaping', 'teaspoonful', 'measuring', 'cup', 'cup', 'mix', 'left', 'bag', 'know', 'mix', 'wheat', 'flour', 'maybe', 'kind', 'flour', 'measure', 'differently', 'maybe', 'dug', 'bag', 'cup', 'recipe', 'came', 'right', 'misprint', 'box', 'assuming', 'measured', 'properly', 'biscuit', 'dipped', 'gravy', 'smothered', 'butter', 'jam', 'sliced', 'yummy', 'breakfast', 'sandwich', 'following', 'instruction', 'lot', 'biscuit', 'single', 'cooking', 'want', 'cut', 'recipe', 'half', 'plenty', 'box', 'quickly', 'mix', 'cost', 'left', 'buying', 'box', 'biscuit', 'good', 'watching', 'budget', 'prepare', 'biscuit', 'yummy', 'fairly', 'golden', 'recipe', 'call', 'egg', 'sliced', 'crumbly', 'edge', 'like', 'glutenous', 'one', 'egg', 'probably', 'nice', 'color', 'drop', 'biscuit', 'shortening', 'margarine', 'cutter', 'need', 'use', 'long', 'fork', 'difficult', 'celiac', 'craving', 'biscuit', 'buy', 'cutter', 'cost', 'box', 'mix', 'biscuit', 'recipe', 'call', 'milk', 'want', 'nice', 'tart', 'taste', 'reminiscent', 'original', 'bisquick', 'need', 'use', 'mix', 'rice', 'flour', 'sugar', 'leavening', 'potato', 'starch', 'salt', 'xanthum', 'gum', 'mix', 'goody', 'rice', 'flour', 'taste', 'grainy', 'bisquick', 'fantastic', 'job', 'rice', 'flour', 'grainy', 'repeat', 'grainy', 'new', 'celiac', 'cooking', 'starch', 'corn', 'potato', 'tapioca', 'normal', 'add', 'lightness', 'baked', 'item', 'possible', 'rice', 'flour', 'leavening', 'simply', 'baking', 'soda', 'powder', 'necessary', 'rising', 'sugar', 'salt', 'flavor', 'consistency', 'yes', 'necessary', 'xanthum', 'gum', 'perfectly', 'natural', 'ingredient', 'give', 'baked', 'good', 'bit', 'elasticity', 'acting', 'replacement', 'gluten', 'xanthum', 'gum', 'baked', 'goodie', 'people', 'celiac', 'disease', 'mix', 'spend', 'money', 'sure', 'difficult', 'time', 'finding', 'rice', 'flour', 'finely', 'ground', 'rice', 'flour', 'predominant', 'main', 'ingredient', 'recipe', 'listed', 'box', 'pancake', 'waffle', 'strawberry', 'shortcake', 'pizza', 'crust', 'ultimate', 'chicken', 'finger', 'oven', 'baked', 'chicken', 'recipe', 'recommend', 'product', 'taste', 'wish', 'mix', 'box', 'price']","[('Coffee and tea flavor', -0.189), ('Healthy and allergy-friendly snacks', 0.055), ('Coffee and its complements', -0.02), ('Locations and prices', -0.018), ('Snack/Protein Bars', -0.041), ('Flavoured cereal/nut/fruits bars', -0.046), ('Chocolate flavoured consumables and flavoured drinks', 0.043)]"
555,positive,26/7/21,"['mix', 'tasty', 'crispy', 'waffle', 'standard', 'waffle', 'iron', 'box', 'waffle', 'star', 'product', 'family', 'meal', 'price']","[('Coffee and tea flavor', -0.082), ('Healthy and allergy-friendly snacks', 0.037), ('Coffee and its complements', -0.02), ('Locations and prices', 0.04), ('Snack/Protein Bars', 0.009), ('Flavoured cereal/nut/fruits bars', 0.02), ('Chocolate flavoured consumables and flavoured drinks', 0.05)]"
556,positive,21/10/21,"['son', 'started', 'gluten', 'free', 'diet', 'tried', 'food', 'seeing', 'eat', 'loved', 'believe', 'kept', 'eating', 'glad', 'able', 'love', 'eat', 'breakfast', 'little', 'girl', 'starring', 'eat', 'say', 'taste', 'good', 'buy', 'time', 'run', 'love', 'eating']","[('Coffee and tea flavor', -0.192), ('Healthy and allergy-friendly snacks', 0.109), ('Coffee and its complements', -0.059), ('Locations and prices', 0.028), ('Snack/Protein Bars', 0.04), ('Flavoured cereal/nut/fruits bars', 0.026), ('Chocolate flavoured consumables and flavoured drinks', -0.122)]"
557,positive,25/10/21,"['natural', 'ingredient', 'preservative', 'fantastic', 'expiration', 'date', 'eat', 'week', 'faster', 'opened', 'absolutely', 'freeze', 'loss', 'order', 'weather', 'hot', 'ship', 'cool', 'bag', 'cold', 'pack', 'instead', 'styrofoam', 'dry', 'ice', 'order', 'usually', 'arrive', 'cool', 'cold']","[('Coffee and tea flavor', -0.103), ('Healthy and allergy-friendly snacks', 0.014), ('Coffee and its complements', -0.03), ('Locations and prices', 0.012), ('Snack/Protein Bars', -0.013), ('Flavoured cereal/nut/fruits bars', -0.035), ('Chocolate flavoured consumables and flavoured drinks', 0.002)]"
558,positive,29/6/21,"['gave', 'stocking', 'stuffer', 'husband', 'remind', 'holiday', 'beautiful', 'jamaica', 'truly', 'tropical', 'taste', 'unique', 'yummy']","[('Coffee and tea flavor', -0.04), ('Healthy and allergy-friendly snacks', 0.002), ('Coffee and its complements', 0.001), ('Locations and prices', -0.009), ('Snack/Protein Bars', -0.001), ('Flavoured cereal/nut/fruits bars', -0.003), ('Chocolate flavoured consumables and flavoured drinks', -0.009)]"
559,positive,5/7/21,"['great', 'product', 'subtle', 'flavor', 'aroma', 'delicate', 'dish', 'smokey', 'salt', 'hearty', 'cooking', 'great', 'product', 'chef', 'love', 'flavor', 'experimenting', 'kitchen', 'cool', 'product']","[('Coffee and tea flavor', -0.129), ('Healthy and allergy-friendly snacks', 0.028), ('Coffee and its complements', -0.017), ('Locations and prices', 0.028), ('Snack/Protein Bars', -0.023), ('Flavoured cereal/nut/fruits bars', -0.039), ('Chocolate flavoured consumables and flavoured drinks', 0.021)]"
560,positive,17/9/21,"['bought', 'product', 'snack', 'crisp', 'great', 'tasting', 'low', 'calorie', 'recommend', 'highly', 'shipped', 'instantly', 'arrive', 'day']","[('Coffee and tea flavor', -0.156), ('Healthy and allergy-friendly snacks', 0.063), ('Coffee and its complements', -0.019), ('Locations and prices', -0.008), ('Snack/Protein Bars', 0.08), ('Flavoured cereal/nut/fruits bars', 0.04), ('Chocolate flavoured consumables and flavoured drinks', -0.002)]"
561,negative,18/8/21,"['time', 'bought', 'tea', 'amazon', 'directly', 'revolution', 'tea', 'know', 'difference', 'change', 'composition', 'packaging', 'favorite', 'tea', 'metallic', 'smell', 'aftertaste', 'pomegranate', 'flavor', 'strong', 'flavor', 'disappointing', 'especially', 'stuck', 'box']","[('Coffee and tea flavor', -0.187), ('Healthy and allergy-friendly snacks', -0.284), ('Coffee and its complements', -0.143), ('Locations and prices', 0.033), ('Snack/Protein Bars', 0.05), ('Flavoured cereal/nut/fruits bars', -0.021), ('Chocolate flavoured consumables and flavoured drinks', -0.01)]"
562,positive,31/7/21,"['melitta', 'decaf', 'riviera', 'sunset', 'coffee', 'excellent', 'taste', 'weird', 'aftertaste', 'decaf', 'coffee', 'smooth', 'mellow', 'taste', 'little', 'sweet', 'hint', 'cocoa', 'enjoyed', 'grind', 'listed', 'extra', 'fine', 'particularly', 'fine', 'grind', 'bean', 'finer', 'grind', 'expected', 'stronger', 'taste', 'melitta', 'store', 'brand', 'melitta', 'decaf', 'actually', 'slightly', 'weaker', 'store', 'brand', 'tried', 'like', 'coffee', 'strong', 'cup', 'ground', 'coffee', 'cup', 'water', 'measuring', 'cup', 'ratio', 'strong', 'melitta', 'easily', 'adjustable', 'nice', 'thing', 'coffee', 'strong', 'smoothness', 'remained', 'definitely', 'trying', 'type', 'melitta', 'coffee', 'future']","[('Coffee and tea flavor', -0.186), ('Healthy and allergy-friendly snacks', -0.114), ('Coffee and its complements', 0.297), ('Locations and prices', -0.036), ('Snack/Protein Bars', 0.009), ('Flavoured cereal/nut/fruits bars', -0.015), ('Chocolate flavoured consumables and flavoured drinks', -0.037)]"
563,positive,18/10/21,"['wonderful', 'smooth', 'satisfying', 'decaf', 'coffee', 'fabulously', 'rich', 'flavor', 'chemical', 'aftertaste', 'like', 'decaf', 'tried', 'apparently', 'swiss', 'water', 'process', 'decaffeinate', 'coffee', 'leaf', 'flavor', 'intact', 'terribly', 'disappointing', 'impressed', 'flavor', 'dimension', 'riviera', 'sunset', 'blend', 'served', 'neighbor', 'simply', 'touch', 'decaf', 'coffee', 'pleasantly', 'surprised', 'actually', 'enjoyed', 'cup', 'decaf', 'bitter', 'note', 'husband', 'usually', 'complains', 'fervently', 'flavor', 'decaf', 'asking', 'cup', 'evening', 'dinner', 'believe', 'love', 'zojirushi', 'cd', 'micom', 'electric', 'liter', 'water', 'boiler', 'warmer', 'champagne', 'gold', 'coffee', 'tea', 'cooking', 'brew', 'coffee', 'cup', 'time', 'individual', 'melitta', 'brown', 'paper', 'filter', 'melitta', 'cone', 'coffee', 'filter', 'natural', 'brown', 'count', 'filter', 'pack', 'filter', 'cone', 'similar', 'set', 'extra', 'fine', 'grind', 'riviera', 'sunset', 'blend', 'imparted', 'unusually', 'rich', 'deliciously', 'multidimensional', 'flavor', 'fresher', 'conventional', 'pot', 'coffee', 'method', 'allows', 'brew', 'strong', 'coffee', 'milder', 'version', 'time', 'bloom', 'ground', 'add', 'little', 'hot', 'water', 'fresh', 'coffee', 'ground', 'moistening', 'completely', 'wait', 'second', 'brewing', 'best', 'flavor', 'go', 'coffee', 'riviera', 'sunset', 'decaf', 'blend', 'enthusiastically', 'recommended', 'coffee', 'snob', 'love', 'sweetener', 'cream', 'needed', 'disguise', 'wonderful', 'flavor', 'look', 'forward', 'ordering', 'ordered', 'pack', 'subscribe', 'save', 'great', 'deal', 'delicious', 'decaf']","[('Coffee and tea flavor', -0.224), ('Healthy and allergy-friendly snacks', -0.147), ('Coffee and its complements', 0.288), ('Locations and prices', -0.042), ('Snack/Protein Bars', 0.015), ('Flavoured cereal/nut/fruits bars', -0.027), ('Chocolate flavoured consumables and flavoured drinks', -0.056)]"
564,positive,29/6/21,"['disclaimer', 'coffee', 'addict', 'starbucks', 'addict', 'bit', 'snobby', 'coffee', 'preference', 'stand', 'economy', 'stuff', 'regular', 'melitta', 'coffee', 'favorably', 'impressed', 'decided', 'decaf', 'version', 'try', 'especially', 'weather', 'get', 'cold', 'like', 'nice', 'hot', 'cup', 'coffee', 'evening', 'particular', 'want', 'tossing', 'turning', 'hour', 'riviera', 'sunset', 'decaf', 'coffee', 'excellent', 'decaf', 'time', 'want', 'real', 'thing', 'nice', 'rich', 'flavor', 'bitter', 'aftertaste', 'continue', 'prefer', 'real', 'thing', 'occasion', 'glad', 'know', 'good', 'flavorful', 'substitute', 'want', 'caffeine']","[('Coffee and tea flavor', -0.195), ('Healthy and allergy-friendly snacks', -0.096), ('Coffee and its complements', 0.255), ('Locations and prices', -0.058), ('Snack/Protein Bars', 0.007), ('Flavoured cereal/nut/fruits bars', -0.034), ('Chocolate flavoured consumables and flavoured drinks', -0.059)]"
565,positive,16/9/21,"['tried', 'coffee', 'habit', 'easy', 'dh', 'manage', 'switch', 'decaf', 'couple', 'year', 'ago', 'suppose', 'moderate', 'coffee', 'drinker', 'like', 'cup', 'hot', 'joe', 'started', 'morning', 'love', 'nice', 'chilly', 'iced', 'coffee', 'hot', 'afternoon', 'melitta', 'riviera', 'sunset', 'decaf', 'smooth', 'bitter', 'aftertaste', 'dislike', 'leading', 'coffeeshop', 'brand', 'flavor', 'great', 'enjoyed', 'hot', 'iced']","[('Coffee and tea flavor', -0.171), ('Healthy and allergy-friendly snacks', -0.109), ('Coffee and its complements', 0.199), ('Locations and prices', -0.056), ('Snack/Protein Bars', -0.003), ('Flavoured cereal/nut/fruits bars', -0.021), ('Chocolate flavoured consumables and flavoured drinks', -0.034)]"
566,positive,24/8/21,"['coffee', 'smelled', 'wonderful', 'brewing', 'husband', 'drink', 'lot', 'coffee', 'agreed', 'great', 'tasting', 'coffee', 'looking', 'forward', 'trying', 'variety']","[('Coffee and tea flavor', -0.197), ('Healthy and allergy-friendly snacks', -0.126), ('Coffee and its complements', 0.344), ('Locations and prices', -0.055), ('Snack/Protein Bars', 0.026), ('Flavoured cereal/nut/fruits bars', 0.018), ('Chocolate flavoured consumables and flavoured drinks', -0.082)]"
567,positive,24/6/21,"['best', 'decaf', 'family', 'tried', 'long', 'time', 'smooth', 'bitter', 'flavor', 'strong', 'like', 'brand', 'tried', 'like', 'decaffeinated', 'natural', 'swiss', 'water', 'process', 'instead', 'chemical', 'big', 'plus', 'brand', 'tell', 'decaffeinate', 'coffee', 'usually', 'buy', 'bean', 'ground', 'nice', 'fine', 'save', 'time', 'having', 'grind', 'right', 'suggest', 'following', 'instruction', 'given', 'bag', 'best', 'taste', 'seal', 'tightly', 'store', 'refrigerator', 'flavor', 'buying']","[('Coffee and tea flavor', -0.248), ('Healthy and allergy-friendly snacks', -0.036), ('Coffee and its complements', 0.121), ('Locations and prices', 0.017), ('Snack/Protein Bars', -0.045), ('Flavoured cereal/nut/fruits bars', -0.043), ('Chocolate flavoured consumables and flavoured drinks', 0.018)]"
568,positive,27/9/21,"['cut', 'caffeine', 'recently', 'heart', 'palpitation', 'worse', 'coffee', 'drink', 'cup', 'day', 'maybe', 'mixing', 'melitta', 'colombian', 'decaf', 'substituted', 'decaf', 'drinking', 'rich', 'smooth', 'taste', 'little', 'burnt', 'taste', 'decaf', 'price', 'amazon', 'make', 'pretty', 'good', 'buy', 'care', 'packaging', 'open', 'cutting', 'transfer', 'old', 'coffee', 'store', 'mess', 'entail', 'inclined', 'buy', 'taste', 'decaf', 'good']","[('Coffee and tea flavor', -0.175), ('Healthy and allergy-friendly snacks', -0.07), ('Coffee and its complements', 0.159), ('Locations and prices', 0.015), ('Snack/Protein Bars', -0.014), ('Flavoured cereal/nut/fruits bars', 0.01), ('Chocolate flavoured consumables and flavoured drinks', -0.005)]"
569,positive,29/6/21,"['hand', 'far', 'absolute', 'worst', 'tasting', 'tea', 'allot', 'avid', 'tea', 'drinker', 'benefit', 'supposed', 'amazing', 'water', 'sugar', 'wow', 'bad', 'strong', 'taste', 'like', 'dirt', 'pissed', 'wood']","[('Coffee and tea flavor', -0.135), ('Healthy and allergy-friendly snacks', -0.193), ('Coffee and its complements', -0.087), ('Locations and prices', -0.038), ('Snack/Protein Bars', -0.008), ('Flavoured cereal/nut/fruits bars', 0.008), ('Chocolate flavoured consumables and flavoured drinks', -0.004)]"
570,positive,5/8/21,"['husband', 'like', 'coffee', 'rich', 'flavor', 'good', 'taste', 'like', 'bitter', 'burnt', 'taste', 'coffee', 'community', 'hazelnut', 'excellent', 'flavor', 'fairly', 'strong', 'pleased', 'coffee']","[('Coffee and tea flavor', -0.237), ('Healthy and allergy-friendly snacks', -0.141), ('Coffee and its complements', 0.383), ('Locations and prices', -0.078), ('Snack/Protein Bars', 0.05), ('Flavoured cereal/nut/fruits bars', -0.034), ('Chocolate flavoured consumables and flavoured drinks', -0.079)]"
571,positive,29/6/21,"['sinus', 'buster', 'tea', 'interesting', 'aroma', 'seeping', 'taste', 'acquired', 'offense', 'like', 'burnt', 'bark', 'overheated', 'coffee', 'drainage', 'sinus', 'drinking', 'cup', 'tea', 'morning', 'feel', 'relief', 'pressure', 'pain', 'prefer', 'product', 'inhaled', 'sinus', 'relief', 'agent', 'plus', 'ingredient', 'tea', 'package', 'english', 'unknown']","[('Coffee and tea flavor', -0.1), ('Healthy and allergy-friendly snacks', -0.181), ('Coffee and its complements', -0.027), ('Locations and prices', -0.003), ('Snack/Protein Bars', 0.037), ('Flavoured cereal/nut/fruits bars', 0.002), ('Chocolate flavoured consumables and flavoured drinks', -0.033)]"
